Silence Segmentation Report: Philosophical_Calculator
============================================================
Duration:       523.3s
VAD Backend:    silero

Summary:
  Speech:     269.2s  ( 51.4%)  [73 segments]
  88  silence    271.070s   304.834s    33.764s   -54.4
  89  speech     304.834s   308.286s     3.452s   -51.6
  90  silence    308.286s   309.698s     1.412s   -57.7
  91  speech     309.698s   311.774s     2.076s   -51.1
  92  silence    311.774s   314.338s     2.564s   -57.1
  93  speech     314.338s   317.374s     3.036s   -52.2
  94  silence    317.374s   318.466s     1.092s   -58.0
  95  speech     318.466s   324.734s     6.268s   -52.3
  96  silence    324.734s   327.202s     2.468s   -56.5
  97  speech     327.202s   329.790s     2.588s   -51.0
  98  silence    329.790s   330.690s     0.900s   -57.0
  99  speech     330.690s   331.326s     0.636s   -53.0
 100  silence    331.326s   333.346s     2.020s   -56.3
 101  speech     333.346s   337.566s     4.220s   -47.6
 102  silence    337.566s   338.530s     0.964s   -56.7
 103  speech     338.530s   339.742s     1.212s   -51.6
 104  silence    339.742s   340.450s     0.708s   -58.0
 105  speech     340.450s   341.438s     0.988s   -52.3
 106  silence    341.438s   342.210s     0.772s   -54.1
 107  speech     342.210s   343.166s     0.956s   -52.4
 108  silence    343.166s   344.066s     0.900s   -57.3
 109  speech     344.066s   359.550s    15.484s   -49.0
 110  silence    359.550s   360.226s     0.676s   -45.5
 111  speech     360.226s   362.718s     2.492s   -50.9
 112  silence    362.718s   363.426s     0.708s   -56.0
 113  speech     363.426s   366.462s     3.036s   -48.3
 114  silence    366.462s   366.978s     0.516s   -56.7
 115  speech     366.978s   372.862s     5.884s   -49.0
 116  silence    372.862s   374.274s     1.412s   -56.2
 117  speech     374.274s   377.022s     2.748s   -50.6
 118  silence    377.022s   377.634s     0.612s   -58.0
 119  speech     377.634s   379.742s     2.108s   -49.8
 120  silence    379.742s   380.642s     0.900s   -56.0
 121  speech     380.642s   381.758s     1.116s   -54.0
 122  silence    381.758s   383.170s     1.412s   -55.1
 123  speech     383.170s   385.086s     1.916s   -48.1
 124  silence    385.086s   387.010s     1.924s   -53.3
 125  speech     387.010s   393.310s     6.300s   -48.1
 126  silence    393.310s   394.210s     0.900s   -58.6
 127  speech     394.210s   395.966s     1.756s   -51.0
 128  silence    395.966s   422.050s    26.084s   -55.5
 129  speech     422.050s   424.478s     2.428s   -47.6
 130  silence    424.478s   425.506s     1.028s   -57.8
 131  speech     425.506s   428.734s     3.228s   -47.5
 132  silence    428.734s   433.154s     4.420s   -53.4
 133  speech     433.154s   433.662s     0.508s   -48.5
 134  silence    433.662s   434.306s     0.644s   -56.4
 135  speech     434.306s   441.246s     6.940s   -49.7
 136  silence    441.246s   493.090s    51.844s   -55.0
 137  speech     493.090s   494.238s     1.148s   -47.1
 138  silence    494.238s   495.330s     1.092s   -56.9
 139  speech     495.330s   497.118s     1.788s   -48.6
 140  silence    497.118s   503.618s     6.500s   -53.0
 141  speech     503.618s   507.806s     4.188s   -49.0
 142  silence    507.806s   510.754s     2.948s   -54.2
 143  speech     510.754s   517.022s     6.268s   -49.1
 144  silence    517.022s   518.306s     1.284s   -56.9
 145  speech     518.306s   518.814s     0.508s   -42.1
 146  silence    518.814s   523.349s     4.535s   -49.8
